run_accession	study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created	bam_ftp	bam_bytes	bam_md5
SRR17111312	PRJNA785817	SRP349102	SAMN23582753	SRS11208274	SRX13298584	SRA1338067	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	56906650	14226662500	GEO	2023-08-08	2023-08-09	Illumina HiSeq 2500 sequencing: GSM5712994: MEC1 SF3B1 K700E rep1 Homo sapiens RNA-Seq	Chronic Lymphocytic Leukemia MEC1 SF3B1 K700E and Wild Type Cell Lines' RNA-seq after Treatment with H3B-8800 Splicing Modulator.	GSE190087	GSM5712994	GSM5712994_r3	2659782816;2666220966	187fadf15bb4021d30ed07f8b4508d6c;f9f26227ff32be6627f8a029e731566f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/012/SRR17111312/SRR17111312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/012/SRR17111312/SRR17111312_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/012/SRR17111312/SRR17111312_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/012/SRR17111312/SRR17111312_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/012/SRR17111312/SRR17111312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/012/SRR17111312/SRR17111312_2.fastq.gz							3564400787	5534fd8d74a32d38726294dd6cb90ef4	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/012/SRR17111312.lite	fasp.sra.ebi.ac.uk:/vol1/srr/SRR171/012/SRR17111312.lite	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/012/SRR17111312.lite	GSM5712994		MEC1 SF3B1 K700E rep1		2023-08-08			
SRR17111314	PRJNA785817	SRP349102	SAMN23582754	SRS11208275	SRX13298585	SRA1338067	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	49085323	12271330750	GEO	2023-08-08	2023-08-09	Illumina HiSeq 2500 sequencing: GSM5712995: MEC1 SF3B1 K700E rep2 Homo sapiens RNA-Seq	Chronic Lymphocytic Leukemia MEC1 SF3B1 K700E and Wild Type Cell Lines' RNA-seq after Treatment with H3B-8800 Splicing Modulator.	GSE190087	GSM5712995	GSM5712995_r2	2293905562;2297855718	0b345d3d636b0b2c6e23427727a9d0b5;d4a53fd617947c7bc0656843301aa563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/014/SRR17111314/SRR17111314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/014/SRR17111314/SRR17111314_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/014/SRR17111314/SRR17111314_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/014/SRR17111314/SRR17111314_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/014/SRR17111314/SRR17111314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/014/SRR17111314/SRR17111314_2.fastq.gz							3075159951	6d6b68a6e7f5cb5a7d861fddfadde912	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/014/SRR17111314.lite	fasp.sra.ebi.ac.uk:/vol1/srr/SRR171/014/SRR17111314.lite	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/014/SRR17111314.lite	GSM5712995		MEC1 SF3B1 K700E rep2		2023-08-08			
SRR17111316	PRJNA785817	SRP349102	SAMN23582755	SRS11208276	SRX13298586	SRA1338067	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	30762000	7690500000	GEO	2023-08-08	2023-08-09	Illumina HiSeq 2500 sequencing: GSM5712996: MEC1 SF3B1 K700E rep3 Homo sapiens RNA-Seq	Chronic Lymphocytic Leukemia MEC1 SF3B1 K700E and Wild Type Cell Lines' RNA-seq after Treatment with H3B-8800 Splicing Modulator.	GSE190087	GSM5712996	GSM5712996_r1	1436809447;1439093353	05fffb7f17ea04c0ac51d5cc90fdaabd;3bf8a6a724a6e4d8b2d27a48b0e83451	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/016/SRR17111316/SRR17111316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/016/SRR17111316/SRR17111316_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/016/SRR17111316/SRR17111316_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/016/SRR17111316/SRR17111316_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/016/SRR17111316/SRR17111316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/016/SRR17111316/SRR17111316_2.fastq.gz							1927719618	10f07c9cc39182932f4e78346db19211	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/016/SRR17111316.lite	fasp.sra.ebi.ac.uk:/vol1/srr/SRR171/016/SRR17111316.lite	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/016/SRR17111316.lite	GSM5712996		MEC1 SF3B1 K700E rep3		2023-08-08			
SRR17111321	PRJNA785817	SRP349102	SAMN23582757	SRS11208278	SRX13298587	SRA1338067	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	43753693	10938423250	GEO	2023-08-08	2023-08-09	Illumina HiSeq 2500 sequencing: GSM5712997: MEC1 SF3B1 WT rep 1 H3B-8800 Homo sapiens RNA-Seq	Chronic Lymphocytic Leukemia MEC1 SF3B1 K700E and Wild Type Cell Lines' RNA-seq after Treatment with H3B-8800 Splicing Modulator.	GSE190087	GSM5712997	GSM5712997_r3	2039767381;2044496194	50074387d1342ef4655d804de0b9ac6e;9f92ce5d0b0848c9d959a85e0de2c899	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/021/SRR17111321/SRR17111321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/021/SRR17111321/SRR17111321_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/021/SRR17111321/SRR17111321_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/021/SRR17111321/SRR17111321_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/021/SRR17111321/SRR17111321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/021/SRR17111321/SRR17111321_2.fastq.gz							2740632392	bf3d8879e0cb3bd555cce8e3b397732b	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/021/SRR17111321.lite	fasp.sra.ebi.ac.uk:/vol1/srr/SRR171/021/SRR17111321.lite	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/021/SRR17111321.lite	GSM5712997		MEC1 SF3B1 WT rep 1 H3B-8800		2023-08-08			
SRR17111322	PRJNA785817	SRP349102	SAMN23582758	SRS11208277	SRX13298588	SRA1338067	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	31402211	7850552750	GEO	2023-08-08	2023-08-09	Illumina HiSeq 2500 sequencing: GSM5712998: MEC1 SF3B1 WT rep 2 H3B-8800 Homo sapiens RNA-Seq	Chronic Lymphocytic Leukemia MEC1 SF3B1 K700E and Wild Type Cell Lines' RNA-seq after Treatment with H3B-8800 Splicing Modulator.	GSE190087	GSM5712998	GSM5712998_r1	1463933208;1465928478	649a3d463f46f4b7eb0e1e06f6310ec4;c1ddc6bb76743491f56f428fc59ac2e4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/022/SRR17111322/SRR17111322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/022/SRR17111322/SRR17111322_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/022/SRR17111322/SRR17111322_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/022/SRR17111322/SRR17111322_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/022/SRR17111322/SRR17111322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/022/SRR17111322/SRR17111322_2.fastq.gz							1967798030	00003c2c2837eb240eeec4039212796b	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/022/SRR17111322.lite	fasp.sra.ebi.ac.uk:/vol1/srr/SRR171/022/SRR17111322.lite	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/022/SRR17111322.lite	GSM5712998		MEC1 SF3B1 WT rep 2 H3B-8800		2023-08-08			
SRR17111324	PRJNA785817	SRP349102	SAMN23582758	SRS11208277	SRX13298588	SRA1338067	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	55057442	13764360500	GEO	2023-08-08	2023-08-09	Illumina HiSeq 2500 sequencing: GSM5712998: MEC1 SF3B1 WT rep 2 H3B-8800 Homo sapiens RNA-Seq	Chronic Lymphocytic Leukemia MEC1 SF3B1 K700E and Wild Type Cell Lines' RNA-seq after Treatment with H3B-8800 Splicing Modulator.	GSE190087	GSM5712998	GSM5712998_r3	2566171017;2571941679	07fc910442b474eb3a7679291baf65a9;8d34fd7bf8c32e47d6500038cfacfdae	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/024/SRR17111324/SRR17111324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/024/SRR17111324/SRR17111324_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/024/SRR17111324/SRR17111324_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/024/SRR17111324/SRR17111324_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/024/SRR17111324/SRR17111324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/024/SRR17111324/SRR17111324_2.fastq.gz							3448584307	1fd76d6c3115eb32a97ec435b9f73aec	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/024/SRR17111324.lite	fasp.sra.ebi.ac.uk:/vol1/srr/SRR171/024/SRR17111324.lite	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/024/SRR17111324.lite	GSM5712998		MEC1 SF3B1 WT rep 2 H3B-8800		2023-08-08			
SRR17111328	PRJNA785817	SRP349102	SAMN23582760	SRS11208280	SRX13298590	SRA1338067	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	30019682	7504920500	GEO	2023-08-08	2023-08-09	Illumina HiSeq 2500 sequencing: GSM5713000: MEC1 SF3B1 K700E rep 1 H3B-8800 Homo sapiens RNA-Seq	Chronic Lymphocytic Leukemia MEC1 SF3B1 K700E and Wild Type Cell Lines' RNA-seq after Treatment with H3B-8800 Splicing Modulator.	GSE190087	GSM5713000	GSM5713000_r1	1398864548;1400655559	2e04df750f1d086f8460a28660beeeca;ec5b61ac8a48a9b51a2fdd2367457fd8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/028/SRR17111328/SRR17111328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/028/SRR17111328/SRR17111328_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/028/SRR17111328/SRR17111328_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/028/SRR17111328/SRR17111328_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/028/SRR17111328/SRR17111328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/028/SRR17111328/SRR17111328_2.fastq.gz							1881151308	4257169fc69e8c99853fe0c63d1c6737	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/028/SRR17111328.lite	fasp.sra.ebi.ac.uk:/vol1/srr/SRR171/028/SRR17111328.lite	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/028/SRR17111328.lite	GSM5713000		MEC1 SF3B1 K700E rep 1 H3B-8800		2023-08-08			
SRR17111331	PRJNA785817	SRP349102	SAMN23582745	SRS11208281	SRX13298591	SRA1338067	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	29119553	7279888250	GEO	2023-08-08	2023-08-09	Illumina HiSeq 2500 sequencing: GSM5713001: MEC1 SF3B1 K700E rep 2 H3B-8800 Homo sapiens RNA-Seq	Chronic Lymphocytic Leukemia MEC1 SF3B1 K700E and Wild Type Cell Lines' RNA-seq after Treatment with H3B-8800 Splicing Modulator.	GSE190087	GSM5713001	GSM5713001_r1	1357915945;1360403909	9012a2ae25e12a3586782a812fdde90b;16ff35d7f5d1b8089aa5c9b079ac3cd8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/031/SRR17111331/SRR17111331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/031/SRR17111331/SRR17111331_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/031/SRR17111331/SRR17111331_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/031/SRR17111331/SRR17111331_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/031/SRR17111331/SRR17111331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/031/SRR17111331/SRR17111331_2.fastq.gz							1825051506	e98dc7f7b61b625477c83228a71f1407	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/031/SRR17111331.lite	fasp.sra.ebi.ac.uk:/vol1/srr/SRR171/031/SRR17111331.lite	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/031/SRR17111331.lite	GSM5713001		MEC1 SF3B1 K700E rep 2 H3B-8800		2023-08-08			
SRR17111332	PRJNA785817	SRP349102	SAMN23582745	SRS11208281	SRX13298591	SRA1338067	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	46274232	11568558000	GEO	2023-08-08	2023-08-09	Illumina HiSeq 2500 sequencing: GSM5713001: MEC1 SF3B1 K700E rep 2 H3B-8800 Homo sapiens RNA-Seq	Chronic Lymphocytic Leukemia MEC1 SF3B1 K700E and Wild Type Cell Lines' RNA-seq after Treatment with H3B-8800 Splicing Modulator.	GSE190087	GSM5713001	GSM5713001_r2	2158227918;2162220367	0678d6e900496bffb90a1e1eb814711b;5808b378e37e1cd36d5cf819fae82b29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/032/SRR17111332/SRR17111332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/032/SRR17111332/SRR17111332_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/032/SRR17111332/SRR17111332_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/032/SRR17111332/SRR17111332_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/032/SRR17111332/SRR17111332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/032/SRR17111332/SRR17111332_2.fastq.gz							2899420552	901b1e6a7f617135dd6148f5747034a0	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/032/SRR17111332.lite	fasp.sra.ebi.ac.uk:/vol1/srr/SRR171/032/SRR17111332.lite	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/032/SRR17111332.lite	GSM5713001		MEC1 SF3B1 K700E rep 2 H3B-8800		2023-08-08			
SRR17111333	PRJNA785817	SRP349102	SAMN23582745	SRS11208281	SRX13298591	SRA1338067	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	52085983	13021495750	GEO	2023-08-08	2023-08-09	Illumina HiSeq 2500 sequencing: GSM5713001: MEC1 SF3B1 K700E rep 2 H3B-8800 Homo sapiens RNA-Seq	Chronic Lymphocytic Leukemia MEC1 SF3B1 K700E and Wild Type Cell Lines' RNA-seq after Treatment with H3B-8800 Splicing Modulator.	GSE190087	GSM5713001	GSM5713001_r3	2428530627;2435086852	8e3258df7d355827a81aab2fc84c37df;b52752157a17f753b352673dac692cc1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/033/SRR17111333/SRR17111333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/033/SRR17111333/SRR17111333_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/033/SRR17111333/SRR17111333_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/033/SRR17111333/SRR17111333_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/033/SRR17111333/SRR17111333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/033/SRR17111333/SRR17111333_2.fastq.gz							3262908052	97d5298eddd7958576e55e20faaa7407	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/033/SRR17111333.lite	fasp.sra.ebi.ac.uk:/vol1/srr/SRR171/033/SRR17111333.lite	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/033/SRR17111333.lite	GSM5713001		MEC1 SF3B1 K700E rep 2 H3B-8800		2023-08-08			
SRR17111336	PRJNA785817	SRP349102	SAMN23582747	SRS11208282	SRX13298592	SRA1338067	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	54400022	13600005500	GEO	2023-08-08	2023-08-09	Illumina HiSeq 2500 sequencing: GSM5713002: MEC1 SF3B1 K700E rep 3 H3B-8800 Homo sapiens RNA-Seq	Chronic Lymphocytic Leukemia MEC1 SF3B1 K700E and Wild Type Cell Lines' RNA-seq after Treatment with H3B-8800 Splicing Modulator.	GSE190087	GSM5713002	GSM5713002_r3	2535750650;2541850086	0623c501df9875690c01168e7d1a0586;6daa5e064785b6036e2cf40e0d8776b8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/036/SRR17111336/SRR17111336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/036/SRR17111336/SRR17111336_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/036/SRR17111336/SRR17111336_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR171/036/SRR17111336/SRR17111336_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/036/SRR17111336/SRR17111336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/036/SRR17111336/SRR17111336_2.fastq.gz							3407583570	00f5be1ed3b778e3c71a8b4a5bfb8f93	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/036/SRR17111336.lite	fasp.sra.ebi.ac.uk:/vol1/srr/SRR171/036/SRR17111336.lite	ftp.sra.ebi.ac.uk/vol1/srr/SRR171/036/SRR17111336.lite	GSM5713002		MEC1 SF3B1 K700E rep 3 H3B-8800		2023-08-08			
SRR2103589	PRJNA290019	SRP061203	SAMN03861964	SRS993071	SRX1098130	SRA278140	9606	Homo sapiens	ILLUMINA	Illumina MiSeq			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	36378847	5529584744	GEO	2016-07-16	2019-12-29	Illumina MiSeq sequencing: GSM1824082: MP5_K562_MUT+_2 Homo sapiens RNA-Seq	Transcriptome analysis of SF3B1-mutation induced changes in K562 cells	GSE70959	GSM1824082	GSM1824082_r1	2147657225;2104502749	0b499a384166d757ccb8f71a44ccf841;306f2c5764d96983a93e1b74dc5c8d85	ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2103589/SRR2103589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2103589/SRR2103589_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR210/009/SRR2103589/SRR2103589_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR210/009/SRR2103589/SRR2103589_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2103589/SRR2103589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2103589/SRR2103589_2.fastq.gz							3411477880	94b980fa999d912a437de94fca565c44	ftp.sra.ebi.ac.uk/vol1/srr/SRR210/009/SRR2103589	fasp.sra.ebi.ac.uk:/vol1/srr/SRR210/009/SRR2103589	ftp.sra.ebi.ac.uk/vol1/srr/SRR210/009/SRR2103589	GSM1824082		MP5_K562_MUT+_2		2016-07-16			
SRR2103591	PRJNA290019	SRP061203	SAMN03861966	SRS993069	SRX1098132	SRA278140	9606	Homo sapiens	ILLUMINA	Illumina MiSeq			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	37676950	5726896400	GEO	2016-07-16	2020-01-08	Illumina MiSeq sequencing: GSM1824084: MP7_K562_WT+_2 Homo sapiens RNA-Seq	Transcriptome analysis of SF3B1-mutation induced changes in K562 cells	GSE70959	GSM1824084	GSM1824084_r1	2098381018;1959723937	204c2affcf0d1a0d096b512cb522de8c;2f241641fb9c4fe44a5c1176df454cdb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2103591/SRR2103591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2103591/SRR2103591_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR210/001/SRR2103591/SRR2103591_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR210/001/SRR2103591/SRR2103591_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2103591/SRR2103591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2103591/SRR2103591_2.fastq.gz							3379028915	a0bf577965be2b36d4b49717fbd047ff	ftp.sra.ebi.ac.uk/vol1/srr/SRR210/001/SRR2103591	fasp.sra.ebi.ac.uk:/vol1/srr/SRR210/001/SRR2103591	ftp.sra.ebi.ac.uk/vol1/srr/SRR210/001/SRR2103591	GSM1824084		MP7_K562_WT+_2		2016-07-16			
SRR2103586	PRJNA290019	SRP061203	SAMN03861961	SRS993074	SRX1098127	SRA278140	9606	Homo sapiens	ILLUMINA	Illumina MiSeq			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	33573238	5103132176	GEO	2016-07-16	2020-04-25	Illumina MiSeq sequencing: GSM1824079: MP2_K562_MUT-_1 Homo sapiens RNA-Seq	Transcriptome analysis of SF3B1-mutation induced changes in K562 cells	GSE70959	GSM1824079	GSM1824079_r1	1923628571;1945157865	e9651ec963dac132273a07c861a70133;efa50608438963d87abd5c296c7a9d0c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2103586/SRR2103586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2103586/SRR2103586_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR210/006/SRR2103586/SRR2103586_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR210/006/SRR2103586/SRR2103586_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2103586/SRR2103586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2103586/SRR2103586_2.fastq.gz							3083864051	96e8d478f4596811904e527c69127b31	ftp.sra.ebi.ac.uk/vol1/srr/SRR210/006/SRR2103586	fasp.sra.ebi.ac.uk:/vol1/srr/SRR210/006/SRR2103586	ftp.sra.ebi.ac.uk/vol1/srr/SRR210/006/SRR2103586	GSM1824079		MP2_K562_MUT-_1		2016-07-16			
SRR2103592	PRJNA290019	SRP061203	SAMN03861967	SRS993068	SRX1098133	SRA278140	9606	Homo sapiens	ILLUMINA	Illumina MiSeq			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	37441187	5691060424	GEO	2016-07-16	2020-04-26	Illumina MiSeq sequencing: GSM1824085: MP8_K562_WT-_2 Homo sapiens RNA-Seq	Transcriptome analysis of SF3B1-mutation induced changes in K562 cells	GSE70959	GSM1824085	GSM1824085_r1	2149783538;2066287339	25216ba0dfe8ccd9a4e3c3cc6cf3c679;1e979f0b4b1d966ff25de5f7e3b99976	ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2103592/SRR2103592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2103592/SRR2103592_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR210/002/SRR2103592/SRR2103592_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR210/002/SRR2103592/SRR2103592_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2103592/SRR2103592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2103592/SRR2103592_2.fastq.gz							3441281254	f20346267229bfacf33b4044e4026777	ftp.sra.ebi.ac.uk/vol1/srr/SRR210/002/SRR2103592	fasp.sra.ebi.ac.uk:/vol1/srr/SRR210/002/SRR2103592	ftp.sra.ebi.ac.uk/vol1/srr/SRR210/002/SRR2103592	GSM1824085		MP8_K562_WT-_2		2016-07-16			
SRR2103587	PRJNA290019	SRP061203	SAMN03861962	SRS993073	SRX1098128	SRA278140	9606	Homo sapiens	ILLUMINA	Illumina MiSeq			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	42379915	6441747080	GEO	2016-07-16	2020-01-08	Illumina MiSeq sequencing: GSM1824080: MP3_K562_WT+_1 Homo sapiens RNA-Seq	Transcriptome analysis of SF3B1-mutation induced changes in K562 cells	GSE70959	GSM1824080	GSM1824080_r1	2435344820;2436518491	5465c658898d27572d766161eb4096a6;b7212cb3b1fd0fd5f1004a9c7928bc70	ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2103587/SRR2103587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2103587/SRR2103587_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR210/007/SRR2103587/SRR2103587_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR210/007/SRR2103587/SRR2103587_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2103587/SRR2103587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2103587/SRR2103587_2.fastq.gz							3880099297	788eb9eb375fd6cde496f39bfcf9b6d4	ftp.sra.ebi.ac.uk/vol1/srr/SRR210/007/SRR2103587	fasp.sra.ebi.ac.uk:/vol1/srr/SRR210/007/SRR2103587	ftp.sra.ebi.ac.uk/vol1/srr/SRR210/007/SRR2103587	GSM1824080		MP3_K562_WT+_1		2016-07-16			
